corpus: preloaded/doaj_en
subcorpus: -
size: 10000
query: Query:[word="we"] []? [word="aimed|wanted"] [word="to"] [tag="VV"], Random sample:10000
Mljekarstvo | <s> Since the potential of Fusarium spp. for valueadded lipids is rather unnoticeable, we aimed to analyze the biomass, lipid accumulation and fatty acid profiles of five Fusarium species, namely, Fusarium culmorum, Fusarium solani, Fusarium verticillioides, Fusarium graminearum and Fusarium semitectum in a liquid media containing deproteinized cheese whey, an inexpensive and plentiful carbon substrate, as well as glucose, a growth promoter. </s> 
Systems | <s> However, we wanted to use these notions of computational thinking in the service of developing content expertise and did not explicitly measure its development in the project. </s> 
International Journal of Nanomedicine | <s> In light of the aforementioned information, we aimed to investigate the structure/activity relationship of alkylated LMW PEI. </s> 
International Journal of Breast Cancer | <s> Discussion As problems with body image and sexuality are frequently reported following RRM with breast reconstruction, we wanted to evaluate if additional surgical procedures in women with a breast cancer diagnosis could be associated with these problems. </s> 
Journal of Hormones | <s> Therefore, we aimed to assess HRV using spectral analysis and entropy-derived index in a group of Hyperthyr subjects during wake and sleep at the time of diagnosis (Hyperthyr) and after the suppression treatment, when they returned to normal thyroid hormones levels (Euthyr). </s> 
PLoS ONE | <s> Futhermore, we wanted to know if sera from patients with other mycosis such as histoplasmosis, aspergillosis and candidiasis would cross-react with rPbPga1. </s> 
Journal of Clinical and Experimental Investigations | <s> Therefore, we aimed to identify the frequency of MSE, and to establish the relationship of the children's enuresis with the anxiety and depression conditions and social tendencies of their parents. </s> 
PLoS ONE | <s> Since VEGF has been proposed to be a critical factor in the increase in retinal vascular permeability in proliferative diabetic retinopathy (PDR) and diabetic macular edema (DME), we wanted to determine if the effect of betacellulin was VEGF2 </s> 
PLoS ONE | <s> As the reduction of cell surface TfR levels upon USMB treatment was sensitive to inhibition of lysosomal exocytosis by vacuolin-1, we aimed to determine if the control of cell surface TfR levels by USMB also requires acid sphingomyelinase. </s> 
Oxidative Medicine and Cellular Longevity | <s> However, as we aimed to evaluate whether MDA-Hb could be used as a marker of oxidative stress in a population of preterm infants, we could not expect a 100% specificity. </s> 
PLoS ONE | <s> Interaction Effects of Circadian Phase and Sleep Homeostasis on Cognition In our protocol, sleep restriction was accomplished by a symmetrical change in bedtime and wake time because we wanted to keep the centre of light exposure unchanged and thereby minimise circadian phase shifts. </s> 
PLoS ONE | <s> In the present study, we aimed to associate 12 PRODH polymorphisms, and especially functional variants, with schizophrenia and other clinical variables such as treatment resistance, age of onset, and positive and negative symptoms. </s> 
PLoS ONE | <s> Because the difference between the growth rates of shR1 and shR2 cells was more marked in vivo than in vitro we wanted to confirm the expression levels of silenced FGFRs in tumors after a long-term growth in vivo. </s> 
PeerJ | <s> A maximum of 30 clips was used; we aimed to complete at least 20 trials with each child, but did more if the child was happy to continue and there was no time pressure. </s> 
Biogeosciences Discussions | <s> In addition, we wanted to restrict the age of the cultures to lessen the influence of genetic drift from the point of isolation. </s> 
Mediators of Inflammation | <s> In this work, we aimed to analyze the potential roles of MIF and Th17 cells in the thyroid-specific autoimmune activity in patients with HT. </s> 
PLoS Pathogens | <s> Given the results presented here we wanted to test whether Y. pestis could reach LNs within minutes after injection, as happens with small molecules such as Evan's blue (S2 Fig.). </s> 
BMC Genomics | <s> Here, we wanted to analyze experimentally the incidence of antisense transcription in human cells and to estimate their influence on protein coding expression patterns obtained by double-stranded microarrays. </s> 
BMC Genomics | <s> Here, we aimed to gain insight into the occurrence of NAT s and to analyze their influence in the context of microarray hybridizations rather than to rigorously screen for novel antisense transcripts. </s> 
PLoS ONE | <s> Since an overall goal of the experiment was to compare visual field organization in occipital and extra-occipital areas, we wanted to measure location specific responses in all areas using the same task. </s> 
Frontiers in Human Neuroscience | <s> Secondly, we aimed to examine the relative contribution of two principal cues for visual form–spatial position and orientation–to dynamic form analysis. </s> 
Frontiers in Human Neuroscience | <s> Given that position and orientation cues appear to directly compete with each other in this process, we aimed to examine how changes in the reliability of position cues would interact with changes in orientation reliability to influence global dynamic form perception. </s> 
PLoS ONE | <s> We studied myotubes from young, lean NGT subjects, because we wanted to employ a system that had ''normal'' glucose metabolism at baseline in order to test the potentially deleterious effect of LPS, and there is evidence indicating that myotubes from T2DM individuals have abnormal glucose metabolism at baseline [39]. </s> 
PLoS ONE | <s> Here we aimed to evaluate the functional impact of executive dysfunction in adults with WS and to establish the validity of child and adult versions of the most commonly used rating scale for EF assessment, the Behaviour Rating Inventory of Executive Function (BRIEF). </s> 
Comparative Cytogenetics | <s> In addition we wanted to find firm evidence for the origin of males in populations. </s> 
PLoS ONE | <s> One question we wanted to address was whether the accumulated GRK5 in the nucleus after PE and AngII treatment was related to the pool of GRK5 at the plasma membrane. </s> 
PLoS Biology | <s> Second, we wanted to compare the outcome of the planning process (prioritized areas) for each ecosystem service with that for biodiversity. </s> 
PLoS ONE | <s> In other words, we aimed to test whether the difference between groups in the trait of impulsivity accounted for the difference in head motion between children with ADHD and children in the TDC group. </s> 
PLoS ONE | <s> Yet, we wanted to test the effect of losing specifically this interaction, without losing essential interactions required for fatty acid biosynthesis. </s> 
